"Nombre","SKU (Referencia)","Descripción","Precio","Stock","Categoría","Slug / URL","Estado","URLs de las Imágenes"
"HUGO 2 - ESTIMULADOR PROSTÁTICO CON APP","237765","HUGO™ 2 es un majestuoso masajeador de próstata que se puede conectar a la aplicación y que cuenta con un diseño actualizado que permite que se adapte a la perfección, además de 16 increíbles modos de placer. Es más potente y cuenta con una batería más duradera que te permite acceso ilimitado a los orgasmos prostáticos. Es compatible con la aplicación de LELO, lo que permite a los usuarios un mayor control del dispositivo, además de la opción de desbloquear modos adicionales.
16 POTENTES MODOS DE PLACER: Es más potente y cuenta con una batería más duradera. Además, podrás desbloquear modos adicionales con la aplicación LELO para tener acceso ilimitado a orgasmos prostáticos. 

CONECTADO A LA APLICACIÓN: Conecta HUGO™ 2 a tu teléfono inteligente usando el Bluetooth para tener más control sobre el dispositivo y desbloquear modos adicionales.

DOS MOTORES PARA EL DOBLE DE PLACER: Dos motores que se encuentran en la base y en la punta para lograr el doble de placer.

 
CARACTERISTICAS:
Materiales: Silicona biocompatible y plástico ABS

Tamaño: 104 x 107 x 41 mm

Longitud insertable: 72 mm

Peso: 121 g

Batería: Batería de iones de litio de 420 mAh 3.7 V

Motor de vibración 1: 130 Hz

Motor de vibración 2: 108 Hz

Nivel máx. de ruido: <60 dB

Color: Verde / Negro

 
CARACTERÍSTICAS ESPECIALES
HUGO™ 2 es compatible con la aplicación LELO, con la que podrás desbloquear más modos de placer y experimentar con distintas intensidades para encontrar tu punto óptimo. Además de ofrecerte una mayor variedad de opciones cuando juegues con tu HUGO™ 2, la aplicación LELO te brinda muchas otras ventajas. Es una plataforma de bienestar sexual multifuncional dedicada a la sexualidad humana. Cuenta con más de 4000 artículos, literatura erótica vívida y consejos valiosos sobre las relaciones.","149.95","0","JUGUETES","hugo-2-estimulador-prostatico-con-app","Activo","https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734378114973-img_162452_ea50768e3eb2a81f3c64021ede03d76a_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734378114973-img_162453_0f4f626f55e1dfbeb9e15e59ef8462bf_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734378114972-img_162454_d4f33dd4845addb2dc31bffa445fd387_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734378114972-img_162455_013c0e8c51b0734987aed16254078b8b_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734378114972-img_162474_dc3522556f0b733630403fc13907bfb9_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734378114972-img_162476_33e46e0f0ef2f86296a13a3d7646e7d5_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734378114971-img_162477_95419ae86aba539cd50c9576c77d0424_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734378114972-img_162475_c6a84362f16d0c9376f54c8d3529de2a_1.jpg"
"BRUNO - ESTIMULADOR PROSTÁTICO","205252","BRUNO es simplicidad, potencia y sofisticación. A través de sus 6 modos de placer, su elegante cuerpo de silicona entrega una asombrosa potencia exactamente donde el hombre sagaz la desea, para alcanzar los mayores y más intensos orgasmos –incluidos aquellos orgasmos en los que no tendrá que usar las manos–.
Se recarga vía USB a conveniencia y es 100% sumergible.

Tanto si es tu primera vez como si has perdido la cuenta, BRUNOTM ofrece nuevas experiencias sexuales y placeres inigualables.
Vibraciones ultra potentes con 2 motores, en la base y en la punta 

6 modos de vibración y controles fáciles de usar

Un elegante diseño para otorgar placeres precisos en la próstata 

100% sumergible y recargable por USB 

Silicona suave para sensaciones tan increíbles como naturales 

Sensaciones intensas para hombres y parejas
Como el más potente masajeador de próstata en el mundo actual, BRUNO mejorará las sensaciones  sexuales, a solas o en pareja

Dos potentes motores (uno para la próstata y otro en la base para el perineo) te traerán sensaciones  sobrecogedoras

Ofreciendo 2 horas de placer continuado, puedes  sumergirlo en el baño o en la ducha

1 año de Garantía y 10 años de Garantía de calidad","129.95","0","JUGUETES","bruno-estimulador-prostatico","Activo","https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734377975180-img_33722_a8ab7fecf764fe8a349477bd71b33f88_1.png, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734377975181-img_33721_942e530739f959ee88da676d6a9dcb58_1.png"
"CAYLA - ESTIMULADOR PROSTÁTICO CON VIBRACIÓN RECARGABLE","239750","Este magnífico masajeador de próstata vibratorio es un juguete sexual de lujo que ofrece una forma y una sensación perfectas para el placer de la próstata.
Con forma de mango circular, un eje más corto para una estimulación superior y un eje principal curvado suave con una punta redondeada, este juguete es seguro de usar durante el sexo y la masturbación.
Este magnífico masajeador ofrece 12 potentes configuraciones que moverán la punta en un movimiento de caricia a diferentes velocidades para una variedad de sensaciones. Se trata de un juguete de silicona resistente al agua, elaborado con silicona de alta calidad con acabado mate y textura aterciopelada que se desliza por la piel.
Características:
USB recargable

Material de silicona

Resistente al agua

Mando a distancias inalámbrico

Doce funciones de vibración 

Función memoria

 
Pretty Love fabrica productos con exigentes normas de calidad, todos sus productos estan diseñados en Estados Unidos y tienen 1 año de garantía en defectos técnicos","49.95","0","JUGUETES","cayla-estimulador-prostatico-con-vibracion-recargable","Activo","https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734377686139-img_177896_5961a0b68d1015690cf8f47c053f0c14_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734377686138-img_177899_adbe95793365d7d275b1844100097b77_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734377686138-img_177897_050ac5f6692b2229565f0e3075f9bc94_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734377686138-img_177898_5be6d7695cac97a33dc4728d9d2b17cd_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734377686138-img_177903_6b0d928608052e713a91a634f7e2027b_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734377686138-img_177902_ebd885ac7d72744d351f14dc5c72413c_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734377686138-img_177901_cf8457d782483d299522c02e4c93183c_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734377686137-img_177904_194ec82fb544cf3a309d81ccbbb1c66d_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734377686142-img_177887_b5a762b2e42ca286605776a7479a9317_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734377686141-img_177891_85205dad4d955b6680e224fd47fbc5c2_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734377686142-img_177888_b79d77f63183ec80542814c7f3771448_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734377686139-img_177895_cbc38f71a833470b9d1a63f378170e03_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734377686141-img_177890_dfcfd4a894f949fc750584027ce76a72_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734377686142-img_177889_c187dbbfd2263f293134daa7fca290c5_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734377686139-img_177893_5dd48261e4e83882c61c6309c11f91c8_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734377686139-img_177892_3f508c49e3784b194aea37281d73bc60_1.jpg"
"ESTIMULADOR PROSTÁTICO RECARGABLE CON VIBRACIÓN","221320","Es un masajeador específicamente diseñado para los hombres que quieren experimentar e iniciarse en el juego anal... Estimulará tu Punto G, zona cuya estimulación es la que controla e incrementa la erección, el orgasmo y la eyaculación. Es la zona donde se encuentra el centro del Placer. Este masajeador, puede ser utilizado durante la masturbación, o en el juego sexual para incrementan la erección y el orgasmo. Es capaz de transformar el orgasmo masculino en una experiencia de liberación y éxtasis. Explora nuevos placeres.
La silicona de grado medico certificada hipoalergénica destaca por su tacto sedoso y su excelente capacidad de deslizamiento. Para que puedas disfrutar de tu nuevo amigo durante mucho tiempo, es recomendable que utilices un lubricante a base de agua en tus juegos más húmedos. Así proteges el material y la superficie se mantiene sedosa. Puedes lavar tu juguete muy fácilmente con agua y un jabón suave. Para una higiene más minuciosa, utiliza también un limpiador desinfectante especial para juguetes sexuales.
10 modos de vibración

Alto Rendimiento; Completamente recargable, + Potencia.

Fabricado con 100% silicona médica: respeta tu cuerpo

Libre de ftalatos

Silencioso, menos de 60 decibelios.

Material seguro para el cuerpo

Recargable vía USB (Cable incluido)

Sumergible categoría IPX6 / Apto para la ducha o Spa

Longitud insertable; 11cm.


Cargar
El vibrador es recargable y permite un manejo cómodo, sin molestos cables. Antes de utilizarlo por primera vez, debes cargarlo completamente. Utiliza para ello el cable de carga USB incluido. 
Advertencia: el primer proceso de carga puede durar hasta tres horas.
Eliminación
La eliminación de aparatos electrónicos debe realizarse según la normativa para residuos peligrosos vigente en la Unión Europea y en otros países europeos o según las reglamentaciones locales. Respeta las normativas de eliminación de basuras
Específicas de tu país y, en caso de duda, pregunta a tu distribuidor sobre las opciones de eliminación.","39.95","0","JUGUETES","estimulador-prostatico-recargable-con-vibracion1","Activo","https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734377370909-img_79448_c5bb234878d8f714aa9a35b2f5a2d7e2_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734377370909-img_79444_fb3b5715e6ee134b34202c47688166fe_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734377370909-img_79445_af83042dce0b2d00385d773819dc8c0d_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734377370908-img_144880_9d7adb38a421d305430c10f17a08557f_1.png"
"ESTIMULADOR PROSTÁTICO RECARGABLE CON VIBRACIÓN","221318","Es un masajeador específicamente diseñado para los hombres que quieren experimentar e iniciarse en el juego anal... Estimulará tu Punto G, zona cuya estimulación es la que controla e incrementa la erección, el orgasmo y la eyaculación. Es la zona donde se encuentra el centro del Placer. Este masajeador, puede ser utilizado durante la masturbación, o en el juego sexual para incrementan la erección y el orgasmo. Es capaz de transformar el orgasmo masculino en una experiencia de liberación y éxtasis. Explora nuevos placeres.
La silicona de grado medico certificada hipoalergénica destaca por su tacto sedoso y su excelente capacidad de deslizamiento. Para que puedas disfrutar de tu nuevo amigo durante mucho tiempo, es recomendable que utilices un lubricante a base de agua en tus juegos más húmedos. Así proteges el material y la superficie se mantiene sedosa. Puedes lavar tu juguete muy fácilmente con agua y un jabón suave. Para una higiene más minuciosa, utiliza también un limpiador desinfectante especial para juguetes sexuales.
10 modos de vibración

Alto Rendimiento; Completamente recargable, + Potencia.

Fabricado con 100% silicona médica: respeta tu cuerpo

Libre de ftalatos

Silencioso, menos de 60 decibelios.

Material seguro para el cuerpo

Recargable vía USB (Cable incluido)

Sumergible categoría IPX6 / Apto para la ducha o Spa

Longitud insertable; 11cm.


Cargar
El vibrador es recargable y permite un manejo cómodo, sin molestos cables. Antes de utilizarlo por primera vez, debes cargarlo completamente. Utiliza para ello el cable de carga USB incluido. 
Advertencia: el primer proceso de carga puede durar hasta tres horas.
Eliminación
La eliminación de aparatos electrónicos debe realizarse según la normativa para residuos peligrosos vigente en la Unión Europea y en otros países europeos o según las reglamentaciones locales. Respeta las normativas de eliminación de basuras
Específicas de tu país y, en caso de duda, pregunta a tu distribuidor sobre las opciones de eliminación.","29.95","0","JUGUETES","estimulador-prostatico-recargable-con-vibracion","Activo","https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734375540638-img_79436_08b1da7b13b9e9aeb564b89db72337f1_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734375540638-img_79435_867e1479b2298ccc4629a3a56467f9bf_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734375540638-img_79433_ce210deb249459d1658cba31edf927f1_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734375540637-img_144878_d27f77c66057826589def7b627e496c7_1.png"
"ESTIMULADOR PROSTÁTICO CON VIBRACIÓN","227617","Dentro de toda la extensa gama de productos ADDICTED TOYS queremos ofrecerte la posibilidad de explorar el juego sexual con formas excitantes y sensuales.. Addicted toys presenta a este  masajeador de próstata, con vibraciones vibrantes que se dirigen tanto a la próstata como al perineo. Diseñado para la comodidad total y el placer épico.
Es flexible y se ajusta a su cuerpo, para que pueda encontrar el ajuste perfecto y golpear en los lugares correctos.
Totalmente ajustable para que pueda encontrar el ajuste perfecto. Inserte este estimulador anal usando un poco de lubricación: una vez que se desliza en su lugar, puede encenderlo.
Experimente con diferentes ángulos y modos de vibración para descubrir qué funciona mejor.
Fabricado con silicona de grado médico super suave, agradable para la piel, suave al tacto y extremadamente higiénica
Ideal para principiantes y para probar experiencias anales

Medidas del Plug; 11 x 6.3cm

Motor Potente

Funciona con 1 pila AAA ( No Incluida ) 

Vibración intensa

Libre de Phalatos

Resistente al agua

Flexible y ergonómico","29.95","0","JUGUETES","estimulador-prostatico-con-vibracion","Activo","https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734374733619-img_99422_5eb2b25a15c2ac445781881e8b97795b_1.png, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734374733619-img_99419_722737ea0ffeab98b0f7c1f8893fffc8_1.png, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734374733619-img_99423_3cd548a18ebd25eb6ddba59dbf94b541_1.png, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734374733618-img_144897_b2e35fcb3560c1789149fc68ea05e3b8_1.png"
"PRESERVATIVOS GLOW BRILLANTES EN LA OSCURIDAD - 12 UNIDADES","225586","Los condones Pasante Glow brillarán en la oscuridad después de ser expuestos a la luz. Liso.
Contiene 12 condones

No lubricado con espermicida

Marcado CE

No contiene ingredientes de origen animal.

Sin alcohol

190 mm de longitud nominal

53 mm de ancho nominal

Modo correcto de colocarse y quitarse el condón masculino
Abra y retire el condón de su envoltura con cuidado. Coloque el condón en la cabeza del pene erecto y firme. Si está circuncidado, primero retraiga el prepucio. Saque el aire que se encuentre en la punta del condón","12.95","0","SALUD ÍNTIMA","preservativos-glow-brillantes-en-la-oscuridad-12-unidades","Activo","https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734374419441-img_92051_978913caeec581490d37d4cd7da883fe_1.png, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734374419441-img_92049_8b998f0d54257ae4a8bd58f2eb82ca7d_1.jpg"
"PRESERVATIVOS SILK THIN - 12 UNIDADES","225499","Silk Thin ™ es el condón de látex más delgado de Pasante y tiene hasta la mitad del grosor del condón regular de Pasante *. Con tan solo 40 - 45 micrones de grosor, Silk Thin ™ ofrece a ambos socios la experiencia sexual más cercana para ese sentimiento real. Condones lisos, paralelos, de color natural . Silk Thin mide 190 mm de largo y 53 mm de ancho.
* tomando el grosor más fino de Pasante Silk Thin ™ (40 micrones) y el grosor más grueso de Pasante Regular (80 micrones)
Contiene 12 condones

No lubricado con espermicida

Marcado CE

No contiene ingredientes de origen animal.

Sin alcohol

Tan delgado como 0.04 mm

Modo correcto de colocarse y quitarse el condón masculino
Abra y retire el condón de su envoltura con cuidado. Coloque el condón en la cabeza del pene erecto y firme. Si está circuncidado, primero retraiga el prepucio. Saque el aire que se encuentre en la punta del condón","9.95","0","SALUD ÍNTIMA","preservativos-silk-thin-12-unidades","Activo","https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734374211408-img_92027_1febbfc8d7843134967a79f322b7b0e1_1.png"
"PRESERVATIVOS DELAY RETARDANTES - 12 UNIDADES","225581","Los condones Pasante Delay están lubricados con un lubricante de Clorhidrato de Lidocaína (1%) no espermicida que puede retrasar el clímax masculino. Paralelos, lisos, transparentes y con pezón.
Contiene 12 condones

Marcado CE

No contiene ingredientes de origen animal.

Sin alcohol

190 mm de longitud nominal

53 mm de ancho nominal

Modo correcto de colocarse y quitarse el condón masculino
Abra y retire el condón de su envoltura con cuidado. Coloque el condón en la cabeza del pene erecto y firme. Si está circuncidado, primero retraiga el prepucio. Saque el aire que se encuentre en la punta del condón","9.95","0","SALUD ÍNTIMA","preservativos-delay-retardantes-12-unidades","Activo","https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734374029639-img_92033_aaa6398a0d94b8882b0b92d67404651b_1.png, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734374029637-img_92035_70cc016c062e255ba25a10f50fecea35_1.png, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734374029638-img_92034_5b6e4bebdc3cbc6c33e1ef31e35f2be1_1.jpg"
"PRESERVATIVOS CLIMAX EFECTO FRÍO/CALOR - 12 UNIDADES","225582","Pasante Climax contiene una mezcla de condones acanalados con una sensación de efecto calor o efecto frío. Paralelos, texturizados, de color natural.
Contiene 12 condones

No lubricado con espermicida

Marcado CE

No contiene ingredientes de origen animal.

Sin alcohol

190 mm de longitud nominal

52 mm de ancho nominal

Modo correcto de colocarse y quitarse el condón masculino
Abra y retire el condón de su envoltura con cuidado. Coloque el condón en la cabeza del pene erecto y firme. Si está circuncidado, primero retraiga el prepucio. Saque el aire que se encuentre en la punta del condón","9.95","0","SALUD ÍNTIMA","preservativos-climax-efecto-friocalor-12-unidades","Activo","https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734373614449-img_92037_7b17d84fcbe12976a4bee40b348344e4_1.png, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734373614447-img_92040_3c85e783d990895edd8b545fd3d5d45c_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734373614448-img_92039_41f3f2e8a9b60df4b83f2586321e3bd0_1.jpg, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734373614448-img_92038_924650707ccf7b528914e64c3553a2f0_1.jpg"
"PRESERVATIVOS PASSION RIBBED PUNTEADOS - 12 UNIDADES","225495","Los condones Pasante Ribbed Passion tienen lados paralelos con una textura estriada definida para un placer intenso. De color natural con puntos que aumentan el placer..
Contiene 12 condones

No lubricado con espermicida

Marcado CE

No contiene ingredientes de origen animal.

Sin alcohol

190 mm de longitud nominal

52 mm de ancho nominal

Modo correcto de colocarse y quitarse el condón masculino
Abra y retire el condón de su envoltura con cuidado. Coloque el condón en la cabeza del pene erecto y firme. Si está circuncidado, primero retraiga el prepucio. Saque el aire que se encuentre en la punta del condón","9.95","0","SALUD ÍNTIMA","preservativos-passion-ribbed-punteados-12-unidades","Activo","https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734372674565-img_91843_71d9068e0a5ca86d1fe086ab96206d01_1.png, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734372674565-img_91842_d6966b4482bc1c0f210da4f8e36735ff_1.png, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734372674566-img_91840_f6ee65e96fe0fcded080a210c77a3966_1.jpg"
"PRESERVATIVOS KING SIZE - 12 UNIDADES","225493","Un condón más ancho y largo para un mayor ajuste. Nuestros condones King Size son de color natural, lisos.
Contiene 12 condones

No lubricado con espermicida

Marcado CE

No contiene ingredientes de origen animal.

Sin alcohol

205 mm de longitud nominal

60 mm de ancho nominal

Modo correcto de colocarse y quitarse el condón masculino
Abra y retire el condón de su envoltura con cuidado. Coloque el condón en la cabeza del pene erecto y firme. Si está circuncidado, primero retraiga el prepucio. Saque el aire que se encuentre en la punta del condón","9.95","0","SALUD ÍNTIMA","preservativos-king-size-12-unidades","Activo","https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734371956426-img_91833_a42ee7200eb2d6a33525d47e2bee744b_1.png, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734371956425-img_91835_09f5c301a9908166f820476453385fe7_1.png, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734371956426-img_91832_780257fc0e9e40eab42d8f80a6367f0b_1.jpg"
"PRESERVATIVOS INTENSITY PUNTOS Y ESTRÍAS - 12 UNIDADES","225497","Los condones Pasante Ribs & Dots Intensity son condones cónicos, texturizado con nervaduras pronunciadas y puntos. De color natural.
Contiene 12 condones

No lubricado con espermicida

Marcado CE

No contiene ingredientes de origen animal.

Sin alcohol

190 mm de longitud nominal

52 mm de ancho nominal

Modo correcto de colocarse y quitarse el condón masculino
Abra y retire el condón de su envoltura con cuidado. Coloque el condón en la cabeza del pene erecto y firme. Si está circuncidado, primero retraiga el prepucio. Saque el aire que se encuentre en la punta del condón","9.95","0","SALUD ÍNTIMA","preservativos-intensity-puntos-y-estrias-12-unidades","Activo","https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734371755307-img_92019_5dd240c8fb94626972887116328350dd_1.png, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734371755306-img_92022_31f45cc0ebe85ebf047ebc20067a798b_1.png, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734371755307-img_92021_6cb5311de680ed7ac7750615e49dcaa0_1.jpg"
"PRESERVATIVOS TRIM - 12 UNIDADES","225491","Los condones Pasante Trim ofrecen un ancho más estrecho para un ajuste más pequeño. Paralelos, lisos, de color natural .
Contiene 12 condones

No lubricado con espermicida

Kitemarked

Marcado CE

No contiene ingredientes de origen animal.

Sin alcohol

180 mm de longitud nominal

49 mm de ancho nominal

Modo correcto de colocarse y quitarse el condón masculino
Abra y retire el condón de su envoltura con cuidado. Coloque el condón en la cabeza del pene erecto y firme. Si está circuncidado, primero retraiga el prepucio. Saque el aire que se encuentre en la punta del condón","9.95","0","SALUD ÍNTIMA","preservativos-trim-12-unidades","Activo","https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734371218241-img_91824_f195af974c6691ea98db7350e4758d26_1.png, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734371218240-img_91827_5bc738882ab6ea1f225204c55d39b498_1.png, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734371218241-img_91825_c56b38fd5ed00f610d53168c470bbeb8_1.jpg"
"PRESERVATIVOS EXTRA GRUESOS - 12 UNIDADES","225485","Los condones Pasante Extra son extra gruesos con lubricante adicional. Color liso, paralelo y natural.
Contiene 3 condones

No lubricado con espermicida

Kitemarked

Marcado CE

No contiene ingredientes de origen animal.

Sin alcohol

190 mm de longitud nominal

52 mm de ancho nominal

Modo correcto de colocarse y quitarse el condón masculino
Abra y retire el condón de su envoltura con cuidado. Coloque el condón en la cabeza del pene erecto y firme. Si está circuncidado, primero retraiga el prepucio. Saque el aire que se encuentre en la punta del condón","9.95","0","SALUD ÍNTIMA","preservativos-extra-gruesos-12-unidades","Activo","https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734371055826-img_91801_09543463829af95bbec224dfedec9727_1.png, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734371055825-img_91802_c28d26f28ece0555e34cd6ed3a550517_1.png, https://cdn.zyrosite.com/cdn-ecommerce/store_01JB4WV751ADTRHJ2SN3ETMVVW%2Fassets%2F1734371055826-img_91800_946c885464a58614c05983e885a2f5c7_1.jpg"
